哎,āi,thán từ,哎，我忘记带钥匙了！
系领带,jì lǐng dài,thắt cà vạt,他会系领带吗？
寂寞,jì mò,cô đơn,她感到非常寂寞。
夹子,jiā zi,cái kẹp,我需要一个夹子来夹住文件。
家庭,jiā tíng,gia đình,我们的家庭很和睦。
家务,jiā wù,việc nhà,她负责家务工作。
家乡,jiā xiāng,quê hương,我的家乡在一个美丽的城市。
嘉宾,jiā bīn,khách mời,这位嘉宾很有名。
甲,jiǎ,giáp,甲是第一个人。
假如,jiǎ rú,giả dụ,假如明天下雨，我们就不去旅行。
假设,jiǎ shè,giả thuyết,假设他没有来，我们怎么办？
假装,jiǎ zhuāng,giả vờ,她假装生病以避免工作。
价值,jià zhí,giá trị,这个手表的价值很高。
驾驶,jià shǐ,lái xe,他正在学习驾驶。
嫁,jià,gả chồng,她打算嫁给他。
坚决,jiān jué,kiên quyết,他坚决拒绝了这个提议。
坚强,jiān qiáng,kiên cường,她非常坚强。
肩膀,jiān bǎng,bờ vai,他肩膀上有一个伤口。
艰巨,jiān jù,"khó khăn (công việc, nhiệm vụ)",这项任务非常艰巨。
艰苦,jiān kǔ,"gian khổ, gian khóa",他经历了艰苦的训练。
兼职,jiān zhí,kiêm nhiệm,他在兼职做翻译工作。
捡,jiǎn,nhặt,我在地上捡到了一些硬币。
剪刀,jiǎn dāo,cái kéo,请用剪刀剪开这个包裹。
简历,jiǎn lì,sơ yếu lý lịch,我需要更新我的简历。
简直,jiǎn zhí,gần như,这个问题简直无法解决。
建立,jiàn lì,"thành lập (tổ chức, trường học), thiết lập (quan hệ)",我们需要建立一个新的团队。
建设,jiàn shè,"dựng xây, xây dựng",这座城市正在进行建设。
建筑,jiàn zhù,"công trình xây dưng, (công ty) xây dựng, (ngành) xây dựng",这座建筑很古老。
健身,jiàn shēn,tập thể dục,他每天去健身房锻炼。
键盘,jiàn pán,bàn phím,我买了一台新键盘。
讲究,jiǎng jiū,coi trọng,这篇文章讲究细节。
讲座,jiǎng zuò,buổi diễn thuyết,他参加了一个有趣的讲座。
酱油,jiàng yóu,xì dầu,我喜欢用酱油来调味。
交换,jiāo huàn,trao đổi,我们可以交换意见。
交际,jiāo jì,giao tiếp,他擅长交际。
交往,jiāo wǎng,"đi lại, giao thiệp",我们在这里交往了很多年。
浇,jiāo,tưới nước,请给这些植物浇水。
胶水,jiāo shuǐ,keo dán,他用胶水修理了那个破裂的瓶子。
角度,jiǎo dù,góc độ,我们从不同的角度看问题。
狡猾,jiǎo huá,giảo hoạt,他是一个非常狡猾的商人。
教材,jiào cái,giao trình,这本书是教材之一。
教练,jiào liàn,huấn luyện viên,教练给了我们很多建议。
教训,jiào xùn,"giáo huấn, bài học",这次教训对我来说很重要。
阶段,jiē duàn,giai đoạn,我们正在进行不同的阶段。
结实,jiē shi,chắc chắn,这座房子很结实。
接触,jiē chù,tiếp xúc,我们需要更多接触这些材料。
接待,jiē dài,tiếp đãi,他负责接待来访的客人。
接近,jiē jìn,tiếp cận,她故意接近我。
节省,jié shěng,tiết kiệm,我们需要节省开支。
结构,jié gòu,kết cấu,这个建筑的结构很复杂。
结合,jié hé,kết hợp,他们的观点结合在一起了。
结论,jié lùn,kết luận,这个结论是正确的。
结账,jié zhàng,thanh toán,我们在结账时遇到了问题。
戒,jiè,"cai (thuốc, rượu, nghiện)",他戒烟已经半年了。
戒指,jiè zhǐ,nhẫn,她的戒指非常漂亮。
届,jiè,khóa,这一届比赛非常精彩。
借口,jiè kǒu,"cớ, lí do",他找了一个借口来解释他的迟到。
金属,jīn shǔ,kim loại,这块金属很坚硬。
尽快,jǐn kuài,mau chóng,请尽快完成这个任务。
尽量,jǐn liàng,cố gắng,我们会尽量帮助你。
紧急,jǐn jí,cấp bách,这是一项紧急任务。
谨慎,jǐn shèn,"cẩn thận, thận trọng",他们的决定需要谨慎考虑。
尽力,jìn lì,dốc hết sức,我们会尽力做好这份工作。
进步,jìn bù,tiến bộ,她在学习中取得了很大的进步。
进口,jìn kǒu,nhập khẩu,他们的公司进口了很多新产品。
近代,jìn dài,cận đại,这个时期被称为近代。
经典,jīng diǎn,kinh điển,这部电影是经典之作。
经商,jīng shāng,kinh doanh,他从事经商活动多年。
经营,jīng yíng,"kinh doanh (cửa hàng), vận hành (công ty)",他们经营一家小咖啡馆。
精力,jīng lì,tinh lực,他总是充满精力。
精神,jīng shén,tinh thần,她的精神状态很好。
酒吧,jiǔ bā,quán ba,我们去酒吧喝酒。
救,jiù,cứu,他们正在救助受灾的居民。
救护车,jiù hù chē,xe cứu thương,救护车已经到了。
舅舅,jiù jiù,cậu (em mẹ),我的舅舅是一个非常聪明的人。
居然,jū rán,không ngờ lại,她居然赢得了比赛。
桔子,jú zi,quýt,我喜欢吃桔子。
巨大,jù dà,"lớn (thành tựu, thay đổi, ảnh hưởng, tác hại)",这只狗非常巨大。
具备,jù bèi,"chuẩn bị đủ, có đủ (tư cách, điều kiện, tinh lực)",他具备了所有必要的技能。
具体,jù tǐ,cụ thể,这个方案很具体。
俱乐部,jù lè bù,câu lạc bộ,我们在俱乐部里玩得很开心。
据说,jù shuō,"nghe nói, nghe đồn",据说这家店的服务很好。
捐,juān,quyên góp,他捐赠了很多钱给慈善组织。
决赛,jué sài,trận chung kết,决赛将在下周举行。
决心,jué xīn,quyết tâm,他下定了决心要完成这个项目。
角色,jué sè,nhân vật,她在电影中扮演了一个重要的角色。
绝对,jué duì,tuyệt đối,这是绝对不可能的。
军事,jūn shì,quân sự,他对军事非常感兴趣。
均匀,jūn yún,"bình quân, trung bình",这块地的土壤非常均匀。
卡车,kǎ chē,xe tải,他开了一辆卡车来搬运这些家具。
开发,kāi fā,"phát triển (hệ thống, ngành nghề, kĩ thuật, sản phẩm)",他们正在开发一个新软件。
开放,kāi fàng,mở cửa,这个博物馆在周末开放。
开幕式,kāi mù shì,lễ khai mạc,开幕式将在晚上七点举行。
开水,kāi shuǐ,nước sôi,请倒一些开水给我。
砍,kǎn,"chặt, chém",他用刀子砍了一些木头。
看不起,kàn bù qǐ,coi khinh,我们不应该看不起任何人。
看望,kàn wàng,đi thăm,我们去看望了老朋友。
靠,kào,"dựa dẫm, dựa vào",他总是靠自己完成任务。
颗,kē,quả (lượng từ),我们种了一颗树。
可见,kě jiàn,cho thấy (đứng đầu vế câu thứ hai),小红的毛笔字写得真好，可见平时经常练习。
可靠,kě kào,đáng tin cậy,这是一家可靠的公司。
可怕,kě pà,đáng sợ,这个情况可能会变得很可怕。
克,kè,gram,我买三百克鸡胸肉。
克服,kè fú,khắc phục,他克服了许多挑战。
刻苦,kè kǔ,"khắc khổ, chịu khó",只有刻苦的学习，才能取得良好的成绩。
客观,kè guān,khách quan,我们需要一个客观的评估。
课程,kè chéng,môn học,这个课程很有趣。
空间,kōng jiān,không gian,这间房间的空间很大。
空闲,kòng xián,rảnh rỗi (thời gian),我有很多空闲时间。
控制,kòng zhì,"kiềm chế (cảm xúc, tình cảm), kiểm soát",他控制了这个系统。
口味,kǒu wèi,khẩu vị,我喜欢这种口味的冰淇淋。
夸,kuā,khen,他总是夸奖别人的努力。
夸张,kuā zhāng,phóng đại,她夸张地描述了她的经历。
会计,kuàì jì,kế toán,他是一个会计。
宽,kuān,rộng,这条裙子很宽。
昆虫,kūn chóng,côn trùng,昆虫在自然界中很重要。
扩大,kuò dà,"mở rộng (phạm vi, khoảng cách, thị trường)",我们计划扩大市场。
辣椒,là jiāo,ớt,我喜欢吃辣椒。
拦,lán,"ngăn, chặn",他在比赛中拦住了对手。
烂,làn,"nát, loét, rách, thối rữa",这道菜已经烂了。
朗读,lǎng dú,đọc to,他朗读了这篇文章。
劳动,láo dòng,lao động,我们的劳动是值得的。
劳驾,láo jià,"làm ơn, xin phiền",劳驾，请您帮我拿一下包。
老百姓,lǎo bǎi xìng,lão bách tính,老百姓都希望生活更好。
老板,lǎo bǎn,ông chủ,我们的老板很友善。
老婆,lǎo pó,bà xã,她是我的老婆。
老实,lǎo shí,thật thà,他总是很老实。
老鼠,lǎo shǔ,con chuột,老鼠在房子里跑来跑去。
姥姥,lǎo lǎo,bà ngoại,我每个月都去看我的姥姥。
乐观,lè guān,lạc quan,乐观的人们通常更能够享受生活。
雷,léi,sấm,雷电在天空中闪烁。
类型,lèi xíng,loại hình,这种类型的书很受欢迎。
冷淡,lěng dàn,"lãnh đạm, lạnh nhạt, lạnh lùng",她的态度很冷淡。
厘米,lí mǐ,cm,这个桌子的高度是五十厘米。
离婚,lí hūn,li hôn,他们决定离婚了。
梨,lí,quả lê,我喜欢吃梨。
理论,lǐ lùn,lý luận,这个理论很有趣。
理由,lǐ yóu,lí do,他给出的理由很合理。
力量,lì liàng,sức mạnh,我们需要更多的力量。
立即,lì jí,lập tức,请立即处理这个问题。
立刻,lì kè,lập tức,他立刻去帮忙了。
利润,lì rùn,lợi nhuận,公司的利润增加了。
利息,lì xī,lợi tức,贷款的利息很高。
利益,lì yì,lợi ích,他们的利益不一致。
利用,lì yòng,"tận dụng, lợi dụng",他利用自己的资源来帮助别人。
连忙,lián máng,vội vã,他连忙去接电话。
连续,lián xù,liên tục,这些机器的操作是连续的。
联合,lián hé,liên hiệp,我们的团队是一个联合体。
恋爱,liàn ài,yêu đương,我们在恋爱中。
良好,liáng hǎo,tốt đẹp,这是一种良好的习惯。
粮食,liáng shí,lương thực,这家商店出售各种粮食。
亮,liàng,sáng,天亮了
了不起,liǎo bù qǐ,giỏi giang,他做的工作真的了不起。
列车,liè chē,tàu hỏa,列车将于明天早上发车。
临时,lín shí,"lâm thời, thời vụ, tạm thời",我们需要一个临时的解决方案。
灵活,líng huó,linh hoạt,她的思维非常灵活。
铃,líng,chuông,他用铃声叫醒了我。
零件,líng jiàn,linh kiện,这台机器的零件很复杂。
零食,líng shí,đồ ăn vặt,我带了一些零食来聚会。
领导,lǐng dǎo,lãnh đạo,他是一个很有能力的领导。
领域,lǐng yù,lĩnh vực,这是一个新的领域。
浏览,liú lǎn,đọc lướt,我们在浏览网页。
流传,liú chuán,"lưu truyền, lan truyền",这个故事流传了很久。
流泪,liú lèi,rơi lệ,她流泪了因为感动。
龙,lóng,rồng,这条龙很长。
漏,lòu,dột,房子漏水了。
陆地,lù dì,"lục địa, đất liền",中国是一个广大的陆地。
陆续,lù xù,"lục tục, liên tiếp",他陆续到达了。
录取,lù qǔ,tuyển chọn,她被录取了。
录音,lù yīn,ghi âm,我们需要录音这次会议。
轮流,lún liú,"luân lưu, thay phiên",大家轮流发言。
论文,lùn wén,luận văn,这篇论文很有深度。
逻辑,luó jí,logic,他的逻辑很严密。
落后,luò hòu,lạc hậu,我们落后于其他国家。
骂,mà,mắng mỏ,他骂了他的朋友。
麦克风,mài kè fēng,microphone,麦克风坏了，声音听不清楚。
馒头,mán tóu,"bánh bao không nhân, màn thầu",我喜欢吃馒头。
满足,mǎn zú,"đáp ứng (yêu cầu, điều kiện, tính tò mò, lòng tham)",她很满足自己的成就。
毛病,máo bìng,"tật xấu, lỗi",他的毛病很严重。
矛盾,máo dùn,mâu thuẫn,他们之间有很大的矛盾。
冒险,mào xiǎn,mạo hiểm,他喜欢冒险旅行。
贸易,mào yì,thương mại,这个国家的贸易很发达。
眉毛,méi máo,lông mày,她的眉毛很浓。
媒体,méi tǐ,"truyền thông, báo chí",这家媒体报道了很多新闻。
煤炭,méi tàn,than,这家工厂使用煤炭作为能源。
美术,měi shù,mỹ thuật,他很擅长美术。
魅力,mèi lì,sức hút,她的魅力吸引了很多人。
梦想,mèng xiǎng,ước mơ,他有一个美好的梦想。
秘密,mì mì,bí mật,这是一个秘密。
秘书,mì shū,thư ký,她是公司的秘书。
密切,mì qiè,mật thiết,我们需要密切合作。
蜜蜂,mì fēng,con ong,蜜蜂在花丛中飞来飞去。
面对,miàn duì,"đối mặt (chứng cứ, tương lai, khủng hoảng, thách thức), đối diện",他要面对许多挑战。
面积,miàn jī,diện tích,这个房子的面积很大。
面临,miàn lín,"đứng trước (khó khăn, nguy hiểm, thách thức)",我们面临许多挑战。
苗条,miáo tiáo,thon thả,她的身材很苗条。
描写,miáo xiě,miêu tả,这本书详细描写了他的生活。
敏感,mǐn gǎn,nhạy cảm,她对这些问题很敏感。
名牌,míng pái,thương hiệu nổi tiếng,这是一款名牌的手表。
名片,míng piàn,danh thiếp,我给你一张名片。
名胜古迹,míng shèng gǔ jì,danh lam thắng cảnh,我们参观了很多名胜古迹。
明确,míng què,"rõ ràng, rành mạch",请明确你的要求。
明显,míng xiǎn,rõ ràng,这个问题的答案很明显。
明星,míng xīng,minh tinh,她是一位著名的明星。
命令,mìng lìng,mệnh lệnh,他给了我一个命令。
命运,mìng yùn,vận mệnh,我相信你的命运会改变。
摸,mō,sờ,她摸了摸他的肩膀。
模仿,mó fǎng,bắt chước,他模仿了他的老师。
模糊,mó hu,mơ hồ,这个问题有些模糊。
模特,mó tè,người mẫu,她是一个专业的模特。
摩托车,mó tuō chē,xe máy,他骑了一辆摩托车。
陌生,mò shēng,lạ lẫm,我觉得这个地方很陌生。
某,mǒu,nào đó,某一天我们会成功。
木头,mù tóu,khúc gỗ,这个木头很坚硬。
目标,mù biāo,mục tiêu,她的目标是成为医生。
目录,mù lù,mục lục,我查了目录。
目前,mù qián,"trước mắt, hiện nay",目前的情况很复杂。
哪怕,nǎ pà,cho dù,哪怕是雨天我也会去。
难怪,nán guài,chẳng trách,难怪她没有来。
难免,nán miǎn,khó tránh,这难免会发生。
脑袋,nǎo dài,não,他脑袋很大。
内部,nèi bù,nội bộ,这个问题涉及到内部。
内科,nèi kē,khoa nội,我看了一些内科的书。
嫩,nèn,"mềm, non",这块肉很嫩。
能干,néng gàn,được việc,他很能干。
能源,néng yuán,tài nguyên,这是一种可再生能源。
嗯,ēn,"ừ, ừm",嗯，我明白了。
年代,nián dài,thời đại,那是一个年代的故事。
年纪,nián jì,tuổi tác,他的年纪不大。
念,niàn,đọc,她常常念书。
宁可,nìng kě,thà,我宁可待在家里。
牛仔裤,niú zǎi kù,quần bò,她穿了一条牛仔裤。
农村,nóng cūn,nông thôn,农村的生活很安静。
农民,nóng mín,nông dân,他是一个农民。
农业,nóng yè,nông nghiệp,农业对国家很重要。
浓,nóng,"nồng, đậm",这道菜的味道很浓。
女士,nǚ shì,"quý cô, quý bà",她是一位女士。
欧洲,ōu zhōu,châu Âu,他去了欧洲旅行。
偶然,ǒu rán,ngẫu nhiên,我们偶然遇到了老朋友。
拍,pāi,vỗ,他拍了很多照片。
派,pài,"cử, phái",派一队士兵去守卫城堡。
盼望,pàn wàng,mong chờ,我们盼望你的到来。
培训,péi xùn,"bồi dưỡng, tập huấn",我们提供专业的培训课程。
培养,péi yǎng,"nuôi dưỡng, hình thành",我们应该培养孩子的兴趣。
赔偿,péi cháng,bồi thường,他要求公司赔偿他的损失。
佩服,pèi fú,khâm phục,我非常佩服他的才华。
配合,pèi hé,phối hợp,我们需要配合完成这个项目。
盆,pén,chậu,这个盆子很漂亮。
碰,pèng,"gặp phải, đụng phải",她不小心碰到了桌子。
批,pī,"loạt, lô (lượng từ)",明天我们会发这批货。
批准,pī zhǔn,"phê chuẩn, đồng ý",我们的方案已经得到批准。
披,pī,khoác,他披上了一件外套。
疲劳,pí láo,mệt mỏi,他感到非常疲劳。
匹,pǐ,con (lượng từ cho ngựa),这匹马很快。
片,piàn,"chiếc, lát, mảnh (lượng từ cho lá, bánh mì, đất đai )",我买了一片巧克力。
片面,piàn miàn,phiến diện,他的看法有些片面。
飘,piāo,bay,这条裙子在风中飘动。
拼音,pīn yīn,phiên âm,他学习了很多拼音。
频道,pín dào,kênh,我们的频道很有趣。
平,píng,"bằng, đều",海上风平浪静。
平安,píng ān,bình an,希望你平安回家。
平常,píng cháng,bình thường,他平常喜欢跑步。
平等,píng děng,bình đẳng,两个人要平等对待。
平方,píng fāng,bình phương,房间的面积是十平方米。
平衡,píng héng,cân bằng,他努力保持平衡。
平静,píng jìng,"bình tĩnh, tĩnh lặng, yên tĩnh",这个湖很平静。
平均,píng jūn,"trung bình, bình quân",平均每人有三本书。
评价,píng jià,đánh giá,我们需要对你的工作进行评价。
凭,píng,dựa vào,你凭什么这么说？
迫切,pò qiè,cấp bách,我们迫切需要解决这个问题。
破产,pò chǎn,phá sản,这家公司已经破产了。
破坏,pò huài,phá hoại,他的行为对环境造成了很大破坏。
期待,qī dài,kỳ vọng,我们期待你的回复。
期间,qī jiān,khoảng thời gian,这个项目的期间是三个月。
其余,qí yú,còn lại,其余的任务由他来完成。
奇迹,qí jì,kỳ tích,他的成功是一个奇迹。
企业,qǐ yè,"nhà máy, xí nghiệp",这家企业正在扩展业务。
启发,qǐ fā,"gợi mở, gợi ý",这本书启发了我很多思想。
气氛,qì fēn,"không khí (cuộc họp, buổi tiệc)",这里的气氛很轻松。
汽油,qì yóu,xăng,这辆车使用的是汽油。
谦虚,qiān xū,khiêm tốn,他总是那么谦虚。
签,qiān,ký (tên),请在合同上签名。
前途,qián tú,tiền đồ,年轻人应该为自己的未来打造美好的前途。
浅,qiǎn,nông,这本书的内容很浅。
欠,qiàn,nợ,我欠了很多钱。
枪,qiāng,súng,他用枪射中了靶子。
强调,qiáng diào,nhấn mạnh,我们需要强调这一点。
强烈,qiáng liè,"mãnh liệt, mạnh mẽ",他的反应非常强烈。
墙,qiáng,tường,墙上贴满了海报。
抢,qiǎng,cướp,他们抢到了最后一件商品。
悄悄,qiāo qiāo,lặng lẽ,他悄悄地走出了房间。
瞧,qiáo,liếc nhìn,我们瞧一瞧这个新产品吧。
巧妙,qiǎo miào,khéo léo,他设计了一个巧妙的解决方案。
切,qiè,cắt,请切水果。
亲爱,qīn ài,thân yêu,亲爱的朋友，祝你生日快乐！
亲切,qīn qiè,thân thiết,她的笑容很亲切。
亲自,qīn zì,tự thân,我亲自去取了包裹。
勤奋,qín fèn,cần cù,他工作非常勤奋。
青,qīng,màu xanh non,这个青色的布料很有特色。
青春,qīng chūn,thanh xuân,青春是美好的。
青少年,qīng shào nián,thanh thiếu niên,青少年应该多运动。
轻视,qīng shì,"coi khinh, khinh thường",不要轻视任何问题。
轻易,qīng yì,"dễ dàng (làm trạng ngữ), khinh suất",做事不能轻易放弃。
清淡,qīng dàn,thanh đạm,我喜欢清淡的食物。
情景,qíng jǐng,cảnh tượng,这个情景很感人。
情绪,qíng xù,tâm trạng,他情绪不好。
请求,qǐng qiú,thỉnh cầu,我请求你的帮助。
庆祝,qìng zhù,chúc mừng,我们要庆祝这个节日。
球迷,qiú mí,người hâm mộ bóng,他是一个狂热的球迷。
趋势,qū shì,xu thế,这个趋势正在改变市场。
取消,qǔ xiāo,hủy bỏ,这个活动被取消了。
娶,qǔ,lấy (vợ),他打算娶她为妻。
去世,qù shì,tạ thế,她的父亲去世了。
圈,quān,vòng,他在圈子里非常有影响力。
权力,quán lì,quyền lực,这个国家的权力结构复杂。
权利,quán lì,quyền lợi,我们必须维护自己的权利。
全面,quán miàn,toàn diện,这个计划全面考虑了各方面的问题。
劝,quàn,khuyên,他劝我早点休息。
缺乏,quē fá,thiếu,这个项目缺乏资金支持。
确定,què dìng,xác định,我们需要确定计划的细节。
确认,què rèn,xác nhận,请确认您的预约时间。
群,qún,"đám, nhóm",我们正在建立一个新的群体。
燃烧,rán shāo,đốt cháy,木材在火上燃烧得很快。
绕,rào,vòng vèo,请绕过这个障碍物。
热爱,rè ài,"yêu (cuộc sống, học sinh, thiên nhiên, âm nhạc, bạn bè, người thân)",我们都热爱这份工作。
热烈,rè liè,nhiệt liệt,他们对新项目的热烈欢迎让我们很感动。
热心,rè xīn,"nhiệt tình (người, người bạn), nhiệt huyết",她对帮助他人总是热心。
人才,rén cái,nhân tài,我们需要更多的人才来推动项目。
人口,rén kǒu,dân số,这个城市的人口在不断增加。
人类,rén lèi,loài người,人类的进步离不开科技。
人民币,rén mín bì,nhân dân tệ,我们用人民币支付了这笔费用。
人生,rén shēng,đời người,人生中有很多重要的时刻。
人事,rén shì,nhân sự,人事部门负责招聘新员工。
人物,rén wù,nhân vật,他是一个很有影响力的人物。
人员,rén yuán,nhân viên,我们的人员配置已经完成。
忍不住,rěn bù zhù,không nhịn được,他忍不住笑了出来。
日常,rì cháng,thường ngày,我们需要建立一个日常的工作流程。
日程,rì chéng,lịch trình,请查看你的日程安排。
日历,rì lì,quyển lịch,这本日历很实用。
日期,rì qī,ngày tháng,我们需要确认会议的日期。
日用品,rì yòng pǐn,đồ dùng,我每天使用各种日用品。
日子,rì zi,ngày,这几天的日子过得很快。
如何,rú hé,như thế nào,你如何解决这个问题？
如今,rú jīn,hiện nay,如今，科技发展迅速。
软,ruǎn,mềm,这款手机非常软。
软件,ruǎn jiàn,phần mềm,我们需要更新软件版本。
弱,ruò,yếu ớt,他的声音很弱。
洒,sǎ,"vãi, vung",他们把水洒在了地上。
嗓子,sǎng zi,cổ họng,她的嗓子很沙哑。
色彩,sè cǎi,màu sắc,这幅画儿的色彩非常丰富。
杀,shā,giết,他杀了一个害虫。
沙漠,shā mò,sa mạc,沙漠里很少有植物。
沙滩,shā tān,bãi cát,我们在沙滩上散步。
傻,shǎ,ngốc nghếch,他总是做些傻事。
晒,shài,"phơi, tắm nắng",我喜欢在阳光下晒太阳。
删除,shān chú,xóa bỏ,请删除这个错误的文件。
闪电,shǎn diàn,chớp,昨晚的闪电很亮。
扇子,shàn zi,cái quạt,她用扇子给大家扇风。
善良,shàn liáng,"lương thiện, hiền lành",他是一个非常善良的人。
善于,shàn yú,giỏi về việc gì đó,她善于与人沟通。
伤害,shāng hài,làm hại,这种药可能会伤害你的胃。
商品,shāng pǐn,sản phẩm,这个商店卖各种商品。
商务,shāng wù,"thương gia (hạng, khoang),",我们的商务会议将在明天进行。
商业,shāng yè,thương mại,这是一个商业机会。
上当,shàng dàng,mắc lừa,他上当了，被骗了钱。
蛇,shé,rắn,在花园里，我们看到了一条蛇。
舍不得,shě bù dé,không nỡ lòng,我舍不得离开这座城市。
设备,shè bèi,thiết bị,新的设备安装完成了。
设计,shè jì,thiết kế,这位设计师的作品很受欢迎。
设施,shè shī,cơ sở vật chất,这座城市有许多现代设施。
射击,shè jī,bắn,他喜欢射击运动。
摄影,shè yǐng,"quay phim, chụp ảnh",她喜欢摄影，尤其是拍风景照。
伸,shēn,"vươn, duỗi, kéo dài",他伸了伸懒腰。
身材,shēn cái,"cơ thể, dáng",她的身材很苗条。
身份,shēn fèn,thân phận,他在公司里有很高的身份。
深刻,shēn kè,sâu sắc,这本书对我有很深刻的影响。
神话,shén huà,thần thoại,我们都听过这个神话故事。
神秘,shén mì,thần bí,这是一种神秘的动物。
升,shēng,"thăng, lên, lít (đơn vị đo thể tích)",他的工作表现得到升职。
生产,shēng chǎn,sản xuất,我们正在生产新产品。
生动,shēng dòng,sinh động,这个故事非常生动。
生长,shēng zhǎng,"sinh trưởng, lớn",植物在这个土壤中生长得很好。
声调,shēng diào,thanh điệu,这句话的声调很特别。
绳子,shéng zi,dây thừng,他用绳子绑住了箱子。
省略,shěng lüè,tỉnh lược,这句话省略了很多细节。
胜利,shèng lì,thắng lợi,我们终于获得了胜利。
失眠,shī mián,mất ngủ,他晚上常常失眠。
失去,shī qù,mất đi,我们不应该失去这个机会。
失业,shī yè,thất nghiệp,他因为失业而感到沮丧。
诗,shī,thơ,这首诗很美。
狮子,shī zi,sư tử,他养了一只狮子作为宠物。
湿润,shī rùn,ẩm ướt,这片土地非常湿润。
石头,shí tou,hòn đá,我们在山上找到了一块石头。
时差,shí chā,lệch múi giờ,时差有时候让人很疲倦。
时代,shí dài,thời đại,这是一个充满变化的时代。
时刻,shí kè,khoảnh khắc,我们要注意时间的每一个时刻。
时髦,shí máo,mốt,她穿了一件很时髦的衣服。
时期,shí qī,thời kì,这个时期经济很不稳定。
时尚,shí shàng,thời thượng,她总是追求时尚潮流。
实话,shí huà,lời nói thật,他说了实话，我们都很震惊。
实践,shí jiàn,thực tiễn,我们需要把理论应用到实践中。
实习,shí xí,thực tập,她正在实习，学习公司的运营。
实现,shí xiàn,"thực hiện (kế hoạch, nguyện vọng, ước mơ)",他们努力工作，以实现他们的目标。
实验,shí yàn,thí nghiệm,这项实验的结果很有趣。
实用,shí yòng,hữu ích,这种工具非常实用。
食物,shí wù,đồ ăn,这顿饭包含了各种食物。
使劲儿,shǐ jìn ér,"ra sức, lấy sức",他使劲儿地拉开了门。
始终,shǐ zhōng,từ đầu đến cuối,我们始终相信他会成功。
士兵,shì bīng,binh sĩ,他是一名士兵。
市场,shì chǎng,chợ,这个市场上有很多商品。
似的,shì de,giống như….,她看起来很像她的姐姐似的。
事实,shì shí,sự thật,这不是事实。
事物,shì wù,sự vật,这些事物都很重要。
事先,shì xiān,trước khi việc xảy ra,事先做好准备很重要。
试卷,shì juàn,bài thi,请在试卷上写下你的名字。
收获,shōu huò,thu hoạch,这次旅行的收获很丰富。
收据,shōu jù,giấy biên nhận,我找不到这张收据。
手工,shǒu gōng,thủ công,这件手工艺品很有特色。
手术,shǒu shù,phẫu thuật,他需要做一个手术。
手套,shǒu tào,găng tay,她戴了一双新的手套。
手续,shǒu xù,thủ tục,办理手续需要时间。
手指,shǒu zhǐ,ngón tay,她用手指指着地图上的位置。
首,shǒu,đầu,这首歌在排行榜上位居首位。
寿命,shòu mìng,tuổi thọ,他的寿命很长。
受伤,shòu shāng,bị thương,他在比赛中受伤了。
