哎,āi,thán từ,哎，我忘记带钥匙了！
书架,shū jià,giá sách,书架上摆满了书。
梳子,shū zi,cái lược,她用梳子梳理头发。
舒适,shū shì,thoải mái,这张床非常舒适。
输入,shū rù,nhập,他输入了正确的密码。
蔬菜,shū cài,rau xanh,我们吃了很多新鲜蔬菜。
熟练,shú liàn,thành thục,她的英语非常熟练。
属于,shǔ yú,thuộc về,这本书属于她的收藏。
鼠标,shǔ biāo,chuột máy tính,我需要一个鼠标来使用电脑。
数,shǔ,đếm,这是你的钱，请数数。
数据,shù jù,số liệu,这些数据需要进行分析。
数码,shù mǎ,kỹ thuật số,他买了一部新的数码相机。
摔倒,shuāi dǎo,ngã nhào,他不小心摔倒了。
甩,shuǎi,"vung, hất, bỏ lại",她把衣服甩在地上。
双方,shuāng fāng,"hai bên, song phương",双方达成了协议。
税,shuì,thuế,这笔税务很复杂。
说不定,shuō bù dìng,chưa biết chừng,他说不定会来的。
说服,shuō fú,thuyết phục,他用事实说服了大家。
丝绸,sī chóu,tơ lụa,这条丝绸的质量很好。
丝毫,sī háo,một chút (dùng dạng phủ định),她的笑容丝毫没有改变。
私人,sī rén,tư nhân,他喜欢私人时间。
思考,sī kǎo,suy nghĩ,我们需要深入思考这个问题。
思想,sī xiǎng,tư tưởng,他的思想很开放。
撕,sī,xé,她撕了那张纸。
似乎,sì hū,dường như,他似乎不太高兴。
搜索,sōu suǒ,tìm kiếm,我们需要搜索更多的信息。
宿舍,sù shè,ký túc xá,学生们住在宿舍里。
随身,suí shēn,mang theo người,请随身携带身份证。
随时,suí shí,bất cứ lúc nào,我们随时可以联系。
随手,suí shǒu,tiện tay,你可以随手放在桌子上。
碎,suì,vỡ vụn,他的杯子掉了，摔碎了。
损失,sǔn shī,tổn thất,他们遭受了很大的损失。
缩短,suō duǎn,"thu hẹp (khoảng cách), rút ngắn (thời gian), cắt ngắn (câu chuyện)",我们需要缩短这个项目的时间。
所,suǒ,trợ từ,这个问题所涉及的范围很广。
锁,suǒ,khóa,他找不到钥匙，所以锁了门。
台阶,tái jiē,"bậc thềm, bậc",他走下了台阶。
太极拳,tài jí quán,thái cực quyền,她学会了太极拳。
太太,tài tai,vợ,我们要和太太讨论这个问题。
谈判,tán pàn,đàm phán,我们在进行谈判。
坦率,tǎn shuài,thẳng thắn,他非常坦率地表达了自己的观点。
烫,tàng,"bỏng, là, ủi",这件衣服需要烫一下。
逃,táo,chạy trốn,他决定逃离那个危险的地方。
逃避,táo bì,trốn tránh,她试图逃避责任。
桃,táo,đào,桃子在夏天很甜。
淘气,táo qì,tinh nghịch,孩子们有点淘气。
讨价还价,tǎo jià huán jià,mặc cả,他们正在讨价还价。
套,tào,"bộ (quần áo), căn (nhà)",这是一套新的设备。
特色,tè sè,"đặc sắc, đặc điểm đặc sắc",这个产品有独特的特色。
特殊,tè shū,"đặc biệt, đặc thù (quan hệ, nghi lễ, yêu cầu, đãi ngộ)",他对这个项目有特殊的理解。
特征,tè zhēng,đặc trưng,每个人都有自己的特征。
疼爱,téng ài,"chiều chuộng, yêu chiều",父母对孩子的疼爱是无条件的。
提倡,tí chàng,đề xướng,他提倡环保活动。
提纲,tí gāng,đề cương,这篇文章的提纲很详细。
提问,tí wèn,hỏi,他在提问时表现得很认真。
题目,tí mù,đề mục,这个题目很有挑战性。
体会,tǐ huì,cảm nhận,他从这次旅行中体会到了很多东西。
体贴,tǐ tiē,"sống tình cảm, chu đáo",她很体贴，总是关心别人的感受。
体现,tǐ xiàn,thể hiện,他的工作体现了高水平的专业性。
体验,tǐ yàn,trải nghiệm,这个活动是一个很好的体验。
天空,tiān kōng,bầu trời,他们在天空中看到了彩虹。
天真,tiān zhēn,hồn nhiên,她的天真让人感到温暖。
调皮,tiáo pí,nghịch ngợm,孩子们在公园里调皮玩耍。
调整,tiáo zhěng,điều chỉnh,他正在调整自己的工作计划。
挑战,tiǎo zhàn,"thách thức, thử thách, thách",他们接受了一个巨大的挑战。
通常,tōng cháng,thông thường,这是一种通常的做法。
统一,tǒng yī,thống nhất,我们需要一个统一的标准。
痛苦,tòng kǔ,đau khổ,她感到非常的痛苦。
痛快,tòng kuài,sung sướng,这次经历让他感到痛快。
偷,tōu,ăn trộm,他偷了一块巧克力。
投入,tóu rù,"đút vào, đầu tư vào,",她全身心投入到工作中。
投资,tóu zī,đầu tư,公司决定投资新的项目。
透明,tòu míng,trong suốt,这件衣服的材料很透明。
突出,tū chū,làm nổi bật,他的观点在演讲中突出表现。
土地,tǔ dì,đất đai,这块土地很肥沃。
土豆,tǔ dòu,khoai tây,他买了很多土豆。
吐,tǔ/tù,"nhổ, nôn",他呕吐了几次。
兔子,tù zi,con thỏ,兔子在草地上跑来跑去。
团,tuán,cuộn (danh từ),那个小团儿真可爱！
推辞,tuī cí,từ chối,他推辞了我们的邀请。
推广,tuī guǎng,quảng bá,这个产品的推广非常成功。
推荐,tuī jiàn,tiến cử,我们给你推荐这本书。
退,tuì,lùi,她决定退还这个商品。
退步,tuì bù,lùi bước,他不小心退步了。
退休,tuì xiū,nghỉ hưu,他已经退休了。
歪,wāi,xiên (nghiêng),他把椅子放歪了。
外公,wài gōng,ông ngoại,我们去外公家玩。
外交,wài jiāo,ngoại giao,外交官在会议上发言。
完美,wán měi,hoàn hảo,这部电影很完美。
完善,wán shàn,hoàn thiện,我们需要完善这个计划。
完整,wán zhěng,hoàn chỉnh,这本书非常完整。
玩具,wán jù,đồ chơi,孩子们喜欢玩具。
万一,wàn yī,"vạn nhất, nhỡ",万一遇到困难，我们可以寻求帮助。
王子,wáng zǐ,vua,王子住在一座城堡里。
网络,wǎng luò,mạng internet,网络使沟通变得更方便。
往返,wǎng fǎn,khứ hồi,他每天往返于两个城市之间。
危害,wēi hài,nguy hại,吸烟对健康有危害。
威胁,wēi xié,uy hiếp,他的行为对我们构成了威胁。
微笑,wēi xiào,mỉm cười,她对我微笑。
违反,wéi fǎn,vi phạm,他们违反了规则。
围巾,wéi jīn,khăn,她戴着一条漂亮的围巾。
围绕,wéi rào,"xoay quanh, bao quanh, quay quanh",我们围绕这个问题讨论了很久。
唯一,wéi yī,duy nhất,这是我唯一的机会。
维修,wéi xiū,sửa chữa,这个机器需要维修。
伟大,wěi dà,vĩ đại,他是一位伟大的科学家。
尾巴,wěi bā,cái đuôi,小狗的尾巴摇得很快。
委屈,wěi qu,tủi thân,他感到很委屈。
未必,wèi bì,chưa chắc,这未必是一个好主意。
未来,wèi lái,tương lai,我们的未来充满了希望。
位于,wèi yú,nằm ở (vị trí địa lý),这家公司位于市中心。
位置,wèi zhì,vị trí,这个位置很重要。
胃,wèi,dạ dày,他感觉胃很不舒服。
胃口,wèi kǒu,khẩu vị,这道菜的胃口很好。
温暖,wēn nuǎn,ấm áp,她喜欢温暖的天气。
温柔,wēn róu,hiền dịu,他用温柔的声音说话。
文件,wén jiàn,tài liệu,我们需要准备一些文件。
文具,wén jù,đồ dùng học tập,我买了一些文具。
文明,wén míng,văn minh,这座城市有着悠久的文明历史。
文学,wén xué,văn học,我正在学习中国文学。
文字,wén zì,văn tự,他的文字很优美。
闻,wén,ngửi,她闻到了花香。
吻,wěn,hôn,他亲吻了孩子的额头。
稳定,wěn dìng,ổn định,这个房子的结构很稳定。
问候,wèn hòu,hỏi thăm,我们向你们问候。
卧室,wò shì,phòng ngủ,他在卧室里休息。
握手,wò shǒu,bắt tay,我们握手告别。
屋子,wū zi,căn nhà,这个屋子很温馨。
无奈,wú nài,"bó tay, không có cách nào, bất lực",他无奈地摇了摇头。
无数,wú shù,vô số,这里有无数的星星。
无所谓,wú suǒ wèi,"không quan tâm, không để ý",我无所谓。
武术,wǔ shù,võ thuật,他练习武术已经很多年了。
勿,wù,đừng,请勿打扰。
物理,wù lǐ,vật lý,物理是一门有趣的学科。
物质,wù zhì,vật chất,这块物质非常坚硬。
雾,wù,sương mù,外面有一层雾。
吸取,xī qǔ,"hút, rút ra (bài học kinh nghiệm)",他从失败中吸取了经验。
吸收,xī shōu,"thẩm thấu, ngấm",这台机器能有效地吸收能量。
戏剧,xì jù,kịch,她对戏剧有浓厚的兴趣。
系,xì,"thắt, buộc",我们系上了安全带。
系统,xì tǒng,hệ thống,这个系统很复杂。
细节,xì jié,tình tiết,细节决定成败。
瞎,xiā,mù,他的右眼瞎 了。
下载,xià zǎi,tải,我需要下载这个文件。
吓,xià,dọa,那个声音吓了我一跳。
夏令营,xià lìng yíng,trại,我们去参加夏令营吧！
鲜艳,xiān yàn,tươi tắn,她穿着一件鲜艳的衣服。
显得,xiǎn dé,lộ rõ,他显得很紧张。
显然,xiǎn rán,"hiển nhiên, rõ ràng",显然她已经知道了这个消息。
显示,xiǎn shì,"hiển thị, cho thấy, tôn lên",电脑显示器的分辨率很高。
县,xiàn,huyện,我们住在一个县城里。
现代,xiàn dài,hiện đại,现代科技正在改变世界。
现实,xiàn shí,hiện thực,现实情况比我们想象的要复杂。
现象,xiàn xiàng,hiện tượng,这种现象在很多地方都能看到。
限制,xiàn zhì,"hạn chế, giới hạn",这条路的行车速度有限制。
相处,xiāng chǔ,"ở cùng nhau, tiếp xúc nhiều",我们相处得很好。
相当,xiāng dāng,tương đối,这道菜的辣味相当强。
相对,xiāng duì,tương đối,这个问题相对简单。
相关,xiāng guān,liên quan,这些问题是相关的。
相似,xiāng sì,giống,这两个问题非常相似。
香肠,xiāng cháng,xúc xích,这种香肠的味道很好。
享受,xiǎng shòu,hưởng thụ,我非常享受这个假期。
想念,xiǎng niàn,nhớ nhung,我很想念你。
想象,xiǎng xiàng,tưởng tượng,他很擅长想象力的运用。
项,xiàng,"hạng, môn (thể thao)",我们需要完成这一项任务。
项链,xiàng liàn,dây chuyền,她戴着一条漂亮的项链。
项目,xiàng mù,hạng mục,这个项目非常重要。
象棋,xiàng qí,cờ tướng,我喜欢下象棋。
象征,xiàng zhēng,tượng trưng,鸽子象征和平。
消费,xiāo fèi,tiêu dùng,我们需要节省消费。
消化,xiāo huà,tiêu hóa,消化过程很复杂。
消极,xiāo jí,tiêu cực,她对这些消极的评论不以为然。
消失,xiāo shī,biến mất,那个文件已经消失了。
销售,xiāo shòu,bán,这家店的销售额很高。
小麦,xiǎo mài,lúa mạch,我们种了很多小麦。
小气,xiǎo qì,keo kiệt,他有点儿小气。
孝顺,xiào shùn,hiếu thảo,他是一个孝顺的儿子。
效率,xiào lǜ,hiệu suất,提高效率是我们的目标。
歇,xiē,nghỉ ngơi,他需要歇一会儿。
斜,xié,"nghiêng, chéo",这条路有点儿斜。
写作,xiě zuò,viết,她擅长写作。
血,xiě,máu,血液循环对身体健康很重要。
心理,xīn lǐ,tâm lý,心理健康对生活质量有很大影响。
心脏,xīn zàng,tim,心脏是人体重要的器官之一。
欣赏,xīn shǎng,"thưởng thức, đánh giá cao",我非常欣赏你的工作态度。
信号,xìn hào,tín hiệu,信号不太强，手机信号不好。
信任,xìn rèn,tín nhiệm,我信任你能完成这个任务。
行动,xíng dòng,hành động,他的行动非常迅速。
行人,xíng rén,người đi đường,行人请遵守交通规则。
行为,xíng wéi,hành vi,这种行为是不允许的。
形成,xíng chéng,hình thành,这项计划的实施将形成新的市场。
形容,xíng róng,hình dung,她形容了那次旅行的美好经历。
形式,xíng shì,hình thức,他们采用了新的形式来解决问题。
形势,xíng shì,tình hình,当前形势比较复杂。
形象,xíng xiàng,hình tượng,他的形象很亲切。
形状,xíng zhuàng,"hình dáng, dáng",这块石头的形状很奇特。
幸亏,xìng kuī,may mà,幸亏我们提前准备了。
幸运,xìng yùn,may mắn,他总是幸运的。
性质,xìng zhì,tính chất,这件事的性质很特殊。
兄弟,xiōng dì,huynh đệ,他是我的亲兄弟。
胸,xiōng,ngực,她的胸很大。
休闲,xiū xián,"nhàn hạ, thoải mái",我喜欢休闲的活动。
修改,xiū gǎi,sửa lỗi (văn bản),你可以修改这份报告。
虚心,xū xīn,khiêm tốn,他总是虚心接受别人的意见。
叙述,xù shù,"kể, thuật",我们需要叙述这个事件的经过。
宣布,xuān bù,tuyên bố,公司宣布了新的政策。
宣传,xuān chuán,tuyên truyền,我们需要宣传这个活动。
学历,xué lì,trình độ,她有很高的学历。
学术,xué shù,học thuật,这篇论文涉及到很多学术问题。
学问,xué wèn,học vấn,他的学问非常渊博。
寻找,xún zhǎo,tìm kiếm,我们正在寻找合适的解决方案。
询问,xún wèn,hỏi han,请你询问一下那个问题。
训练,xùn liàn,huấn luyện,我们在进行训练以提高能力。
迅速,xùn sù,"nhanh chóng, nhanh",他处理问题非常迅速。
押金,yā jīn,tiền cọc,请先支付押金。
牙齿,yá chǐ,răng,我需要检查你的牙齿。
延长,yán cháng,kéo dài (thời gian),我们需要延长截止日期。
严肃,yán sù,nghiêm túc,他在会议上表现得非常严肃。
演讲,yǎn jiǎng,diễn thuyết,她在演讲中讲述了她的经历。
宴会,yàn huì,yến tiệc,我们在宴会上度过了一个愉快的夜晚。
阳台,yáng tái,ban công,我们可以在阳台上喝咖啡。
痒,yǎng,ngứa,我的皮肤有点发痒。
样式,yàng shì,kiểu dáng,这种样式的设计很现代。
腰,yāo,lưng,她的腰很细。
摇,yáo,lắc,他摇了摇头表示不同意。
咬,yǎo,cắn,她咬了一口苹果。
要不,yào bù,nếu không thì,要不我们去看电影？
业务,yè wù,nghiệp vụ,他在公司里负责业务发展。
业余,yè yú,nghiệp dư,他有很多业余爱好。
夜,yè,đêm,夜晚的风很凉爽。
一辈子,yí bèi zi,một đời người,我希望能过一辈子的好生活。
一旦,yí dàn,một khi,一旦你开始，就必须坚持下去。
一律,yí lǜ,nhất loạt,他们的意见是一律的。
一再,yí zài,nhiều lần,他一再强调这个问题的重要性。
一致,yí zhì,thống nhất,他们的看法与我的一致。
依然,yī rán,vẫn như xưa,尽管情况很困难，我们依然坚持。
移动,yí dòng,di động,我们需要移动这些家具。
移民,yí mín,di dân,他决定移民到加拿大。
遗憾,yí hàn,hối tiếc,我对这个结果感到遗憾。
疑问,yí wèn,"nghi vấn, nghi ngờ",他提出了一个很大的疑问。
乙,yǐ,ất,乙是第二个字母。
以及,yǐ jí,và,他和我以及其他人一起去了。
以来,yǐ lái,trở lại đây (thời gian),这家公司自1990年以来一直在发展。
亿,yì,trăm triệu,中国有十亿多人口。
义务,yì wù,nghĩa vụ,我们有义务保护环境。
议论,yì lùn,nghị luận,他们对这项政策的议论很多。
意外,yì wài,ngoài ý muốn,他的意外表现让大家都惊讶。
意义,yì yì,ý nghĩa,这个决定的意义很大。
因而,yīn ér,cho nên,他因而成功了。
因素,yīn sù,nhân tố,这些因素都需要考虑。
银,yín,bạc,你的手镯是银的吗?
印刷,yìn shuā,in ấn,这本书的印刷质量很好。
英俊,yīng jùn,tuấn tú,他长得非常英俊。
英雄,yīng xióng,anh hùng,他们是战争中的英雄。
迎接,yíng jiē,nghênh đón,我们会去机场迎接他。
营养,yíng yǎng,dinh dưỡng,这个食物很有营养。
营业,yíng yè,kinh doanh,这家店的营业时间是从早上九点到晚上九点。
影子,yǐng zi,cái bóng,小宝贝喜欢看自己的影子。
应付,yìng fù,ứng phó,他总是很轻松地应付工作。
应用,yìng yòng,ứng dụng,这个软件在多个领域都有应用。
硬,yìng,cứng,这块石头非常硬。
硬件,yìng jiàn,phần cứng,电脑硬件包括处理器、内存和硬盘。
拥抱,yōng bào,"ôm, ôm ấp",母亲拥抱了孩子。
拥挤,yōng jǐ,"chen chúc, đông đúc",早上地铁上非常拥挤。
勇气,yǒng qì,dũng khí,成功需要勇气和坚持。
用功,yòng gōng,"dụng công, công phu",她是一个非常用功的学生。
用途,yòng tú,cách dùng,这种材料的用途很广泛。
优惠,yōu huì,ưu đãi,商店提供了很多优惠。
优美,yōu měi,"trang nhã, thanh lịch, thanh nhã, đẹp, xinh xắn",这个地方的风景非常优美。
优势,yōu shì,ưu thế,这个产品有很大的市场优势。
悠久,yōu jiǔ,lâu đời,这是一个历史悠久的城市。
犹豫,yóu yù,do dự,他在做决定时总是犹豫不决。
油炸,yóu zhá,chiên giòn,我喜欢吃油炸食品。
游览,yóu lǎn,"du ngoạn, thưởng ngoạn",他们计划在假期游览长城。
有利,yǒu lì,có lợi,这个计划对我们非常有利。
幼儿园,yòu ér yuán,nhà trẻ,孩子们在幼儿园玩得很开心。
娱乐,yú lè,giải trí,电影是最受欢迎的娱乐方式之一。
与其,yǔ qí,thay vì,与其抱怨，不如努力工作。
语气,yǔ qì,ngữ khí,他的语气有点严肃。
玉米,yù mǐ,ngô,这片玉米非常甜。
预报,yù bào,dự báo,天气预报说明天有雨。
预订,yù dìng,"đặt trước, dự định trước",我们已经预订了今晚的餐厅。
预防,yù fáng,"phòng, phòng chống",预防胜于治疗。
元旦,yuán dàn,nguyên đán,元旦是新年的第一天。
员工,yuán gōng,nhân công,公司需要招聘新的员工。
原料,yuán liào,nguyên liệu,这道菜的原料很新鲜。
原则,yuán zé,nguyên tắc,我们需要遵守基本原则。
圆,yuán,hình tròn,这张桌子是圆形的。
愿望,yuàn wàng,nguyện vọng,我们的愿望是世界和平。
乐器,yuè qì,nhạc cụ,她能演奏多种乐器。
晕,yūn,say (xe),他因为晕车而感到不适。
运气,yùn qì,vận may,最近他的运气很好。
运输,yùn shū,vận tải,这家公司专注于货物运输。
运用,yùn yòng,vận dụng,这个方法可以运用在不同的情况中。
灾害,zāi hài,thiên tai,这次的灾害造成了很多损失。
再三,zài sān,hết lần này đến lần khác,我们需要再三考虑这个问题。
在乎,zài hū,để ý,我非常在乎你的感受。
在于,zài yú,ở chỗ,关键在于如何处理这个问题。
赞成,zàn chéng,tán thành,我完全赞成你的观点。
赞美,zàn měi,ca tụng,他常常赞美别人的工作。
糟糕,zāo gāo,tồi tệ,这个地方的情况非常糟糕。
造成,zào chéng,gây nên,这次事故造成了严重的伤害。
则,zé,nhưng,这个任务很难完成，他则不觉得。
责备,zé bèi,trách cứ,她责备自己没有做好工作。
摘,zhāi,hái,我们要摘一些水果。
窄,zhǎi,hẹp,这条路很窄，车子不能通过。
粘贴,zhān tiē,"dính, dán",请将这张纸粘贴在墙上。
展开,zhǎn kāi,"xòe ra, triển khai",我们需要展开新的计划。
展览,zhǎn lǎn,triển lãm,这个展览吸引了很多游客。
占,zhàn,chiếm,这个地区占据了很大的面积。
战争,zhàn zhēng,chiến tranh,战争给人民带来了巨大的痛苦。
长辈,zhǎng bèi,tiền bối,我们应该尊敬长辈。
涨,zhàng,"tăng lên (giá cả, lương)",价格上涨了很多。
掌握,zhǎng wò,nắm vững,他掌握了这门技能。
账户,zhàng hù,tài khoản,请在账户上写下你的名字。
招待,zhāo dài,chiêu đãi,我们将在晚会上招待客人。
着火,zháo huǒ,"bắt lửa, bén lửa",火灾导致了房屋的严重损毁。
着凉,zháo liáng,nhiễm lạnh,他感冒了，结果着凉了。
召开,zhào kāi,triệu tập (cuộc họp),我们将在下周召开会议。
照常,zhào cháng,như thường lệ,今天的工作会照常进行。
哲学,zhé xué,triết học,哲学是一门探讨人生和宇宙的学科。
针对,zhēn duì,"nhằm (tổ chức, người, vấn đề)",我们需要针对这个问题制定解决方案。
珍惜,zhēn xī,trân trọng,我们应该珍惜每一刻时光。
真实,zhēn shí,chân thực,他说的是事实，非常真实。
诊断,zhěn duàn,chẩn đoán,医生正在进行诊断。
阵,zhèn,"trận (chiến đấu, chiến tranh), khoảng thời gian, mùi hương",阵雨可能在下午来临。
振动,zhèn dòng,trấn động,手机的震动声打断了会议。
争论,zhēng lùn,tranh luận,关于这个问题，有很多争论。
争取,zhēng qǔ,"tranh thủ (ủng hộ, ý kiến)",我们要争取更多的机会。
征求,zhēng qiú,"trưng cầu (ý kiến, ý kiến phản hồi), xin (ý kiến lãnh đạo, đồng ý)",我们征求了大家的意见。
睁,zhēng,"mở to mắt, trợn mắt",请睁开眼睛看清楚。
整个,zhěng gè,"cả, toàn bộ",整个城市都被雪覆盖了。
整齐,zhěng qí,"gọn gàng, ngăn nắp",他的房间非常整齐。
整体,zhěng tǐ,tổng thể,我们需要考虑整体方案。
正,zhèng,đứng (trái ),这篇文章正好符合要求。
证件,zhèng jiàn,giấy tờ,请出示你的证件。
证据,zhèng jù,chứng cứ,我们需要提供证据来支持我们的观点。
政府,zhèng fǔ,chính phủ,政府正在制定新的政策。
政治,zhèng zhì,chính trị,政治问题很复杂。
挣,zhèng,"tranh, giành",他挣了很多钱。
支,zhī,chiếc (lượng từ cho bút…),这支笔很好用。
支票,zhī piào,ngân phiếu,请把这笔支票填好。
执照,zhí zhào,giấy phép,这个执照是有效的。
直,zhí,thẳng,这条路很直。
指导,zhǐ dǎo,chỉ đạo,经理将指导你完成任务。
指挥,zhǐ huī,chỉ huy,指挥家正在指挥乐团演奏。
至今,zhì jīn,đến nay,他至今还记得那个瞬间。
至于,zhì yú,còn như…..,这件事情至于你能否参加会议。
志愿者,zhì yuàn zhě,tình nguyện viên,她是一个热心的志愿者。
制定,zhì dìng,"lập ra, thiết lập, xây dựng, lập (chính sách, qui định, kế hoạch, sách lược, phương án)",我们需要制定详细的计划。
制度,zhì dù,"chế độ, chính sách",这个制度需要改进。
制造,zhì zào,sản xuất,这家公司专注于制造电子产品。
制作,zhì zuò,"làm, chế tạo",我们正在制作一个新的视频。
治疗,zhì liáo,điều trị,这个药可以治疗你的病。
秩序,zhì xù,trật tự,维持社会的秩序很重要。
智慧,zhì huì,trí tuệ,他以智慧解决了这个难题。
中介,zhōng jiè,"môi giới, trung gian",他是一个有经验的中介。
中心,zhōng xīn,trung tâm,这个中心的服务很到位。
中旬,zhōng xún,trung tuần,会议将在中旬举行。
种类,zhǒng lèi,chủng loại,这家超市有很多种类的商品。
重大,zhòng dà,"trọng đại, lớn",这是一个重大项目。
重量,zhòng liàng,trọng lượng,这个箱子的重量很大。
周到,zhōu dào,chu đáo,她对每一件事情都考虑得很周到。
猪,zhū,con lợn,那只猪非常肥胖。
竹子,zhú zi,cây trúc,竹子是一种非常有用的植物。
逐步,zhú bù,từng bước,他们的计划是逐步实施的。
逐渐,zhú jiàn,dần dần,这个问题会逐渐解决的。
主持,zhǔ chí,"dẫn (chương trình),",主持人正在主持会议。
主动,zhǔ dòng,chủ động,她总是主动帮助别人。
主观,zhǔ guān,chủ quan,这是一个主观的问题。
主人,zhǔ rén,chủ nhân,这位先生是我们的主人。
主任,zhǔ rèn,chủ nhiệm,他是这个项目的主任。
主题,zhǔ tí,chủ đề,主题是环保。
主席,zhǔ xí,chủ tịch,主席正在发言。
主张,zhǔ zhāng,"ý tưởng, ý kiến",我们主张保护环境。
煮,zhǔ,"luộc, đun",我们需要煮一些水。
注册,zhù cè,đăng kí,请注册你的账户。
祝福,zhù fú,chúc phúc,我祝福你们幸福快乐。
抓,zhuā,"bắt, véo",他用力抓住了绳子。
抓紧,zhuā jǐn,"(tay) nắm chắc, tranh thủ (thời gian)",请抓紧时间完成任务。
专家,zhuān jiā,chuyên gia,他是一位专家。
专心,zhuān xīn,chuyên tâm,你要专心听讲。
转变,zhuǎn biàn,chuyển biến,这次转变对公司很重要。
转告,zhuǎn gào,chuyển lời,我会把这个消息转告给你。
装,zhuāng,"đựng, chứa",她正在装行李。
装饰,zhuāng shì,"trang hoàng, trang trí",她在房间里做了很多装饰。
装修,zhuāng xiū,sửa nội thất,我们正在装修房子。
状况,zhuàng kuàng,tình trạng,他的健康状况很好。
状态,zhuàng tài,trạng thái,目前的状态不是很理想。
撞,zhuàng,"va vào, đâm vào",他不小心撞到了墙。
追,zhuī,đuổi theo,他在追一辆公共汽车。
追求,zhuī qiú,theo đuổi,她一直在追求自己的梦想。
咨询,zī xún,tư vấn,我们需要咨询专家的意见。
姿势,zī shì,tư thế,你的姿势很优雅。
资格,zī gé,tư cách,这个职位需要一定的资格。
资金,zī jīn,vốn (tiền),我们需要更多的资金。
资料,zī liào,tư liệu,这些资料非常重要。
资源,zī yuán,nguồn tài nguyên,这个国家资源丰富。
紫,zǐ,màu tím,她穿了一件紫色的裙子。
自从,zì cóng,từ khi….,自从那次事故以后，她变得很小心。
自动,zì dòng,tự động,这个机器是自动的。
自豪,zì háo,"tự hào, kiêu ngạo",他为自己的成功感到自豪。
自觉,zì jué,tự giác,你应该自觉遵守规定。
自私,zì sī,ích kỉ,他有点儿自私。
自由,zì yóu,tự do,在这个国家，人们享有自由。
自愿,zì yuàn,"tình nguyện, tự nguyện",她自愿参加志愿者活动。
字母,zì mǔ,chữ cái,英文的字母有二十六个。
字幕,zì mù,phụ đề,电影有中文字幕。
综合,zōng hé,tổng hợp,这次考试的内容是综合的。
总裁,zǒng cái,giám đốc,他是公司的总裁。
总共,zǒng gòng,tổng cộng,总共需要三天完成这个任务。
总理,zǒng lǐ,thủ tướng,总理发表了讲话。
总算,zǒng suàn,rốt cuộc,他总算找到了工作。
总统,zǒng tǒng,tổng thống,总统今天将发表演讲。
总之,zǒng zhī,tóm lại,总之，我们要好好努力。
阻止,zǔ zhī,"ngăn chặn, ngăn cản",他们试图阻止这项计划。
组,zǔ,"tổ, cụm, nhóm",我们组成了一个团队。
组成,zǔ chéng,tổ thành,这两个部分组成了一个整体。
组合,zǔ hé,"tổ hợp, tổ hợp thành, nhóm",我们需要一个合理的组合。
组织,zǔ zhī,tổ chức,他们组织了一个大型活动。
最初,zuì chū,ban đầu,这是最初的设计方案。
醉,zuì,"say, say đắm",他喝酒后会很容易醉。
尊敬,zūn jìng,"tôn kính, kính trọng",我们应该尊敬每一个人。
遵守,zūn shǒu,tuân thủ,请遵守交通规则。
作品,zuò pǐn,tác phẩm,这部小说是他的最新作品。
作为,zuò wéi,"coi là, làm, là",作为老师，他很有责任心。
作文,zuò wén,bài viết,我们需要写一篇作文。
